title,description,link,provider,ranking,provider_category,time_required,subtitles,skill,rating,category,subcategory,level,subscribers
Writing Winning Resumes and Cover Letters,How can you bring your resume to the top of the pile?  How can you present yourself to prospective employers using the language they already speak inside their organization? This course will give you answers to those questions.  You will learn how to convert a boring resume into a dynamic asset statement that conveys your talents in the language that an employer understands.,https://www.coursera.org/learn/resume-writing,"University of Maryland, College Park",152,Other university,Approx. 13 hours to complete,"Subtitles: English, Arabic, Persian",,4.7stars,Business,Business Essentials,Intermediate Level,37485
AIDS: Fear and Hope,"The basic biology of the virus, HIV, and the disease it causes, AIDS.  The economic, social and political factors that determine who gets sick and who remains healthy, who lives and who dies.  The progress of scientific research and medical treatments.  The reasons for hope; the reasons for fear.  (To get a glimpse of some of the materials that students have been posting on the course forums, go to @AIDSFAH or #AIDSFAH.)",https://www.coursera.org/learn/aids-fear-hope,University of Michigan,21,QS 100 University,Approx. 16 hours to complete,"Subtitles: English, Dutch",,,Health,Patient Care,,12508
Accounting for Decision Making,"Through this course, you will start by addressing the two “big questions” of accounting: “What do I have?” and “How did I do over time?” You will see how the two key financial statements – the balance sheet and the income statement - are designed to answer these questions and then move on to consider how individual transactions aggregate to make up these financial statements. After developing a broad understanding of accounting and financial statements, you will begin to develop a more nuanced understanding of individual components of doing business, such as making a sale or building inventory.  By considering many of the more common actions of a company, you will build your understanding of accounting, and explore these concepts by applying them across various types of transactions. Once you understand these individual concepts better, you will be ready to return to the overall financial statements and use them as informational tools, including building ratios.",https://www.coursera.org/learn/accounting,University of Michigan,21,QS 100 University,Approx. 28 hours to complete,"Subtitles: Arabic, French, Portuguese (Brazilian), Vietnamese, Russian, English, Spanish",,4.8stars,Business,Finance,Intermediate Level,24126
"Act on Climate: Steps to Individual, Community, and Political Action","Are you concerned about climate change? Would you like to learn how to address and respond to this challenge? If so, this course is for you.",https://www.coursera.org/learn/act-on-climate,University of Michigan,21,QS 100 University,Approx. 25 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",,4.8stars,Physical Science and Engineering,Environmental Science and Sustainability,Beginner Level,11603
Advanced Styling with Responsive Design,"It used to be the case that everyone viewed webpages on about the same size screen.  But with the explosion of the use of smartphones to access the Internet, the landscape of design has completely changed.  People viewing your site will now expect that it will perform regardless of the platform (smartphone, tablet, laptop, or desktop computer).  This ability to respond to any platform is called responsive design.",https://www.coursera.org/learn/responsivedesign,University of Michigan,21,QS 100 University,Approx. 11 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Bootstrap (Front-End Framework)', 'Responsive Web Design', 'JavaScript', 'Cascading Style Sheets (CCS)']",4.7stars,Computer Science,Mobile and Web Development,,88939
"Anatomy: Cardiovascular, Respiratory and Urinary Systems","In this anatomy course, part of the Anatomy Specialization, you will explore the interactive relationships of the cardiovascular, respiratory and urinary systems, and the roles they play in your body.",https://www.coursera.org/learn/anatomy403-2x,University of Michigan,21,QS 100 University,Approx. 18 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",,,Health,Basic Science,Beginner Level,25266
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems","In this anatomy course, part of the Anatomy Specialization, you’ll learn about the various digestive, endocrine, and reproductive organs, their functions, and pathways of nerves and blood vessels serving these organs. Clinical correlations and vignettes will be used to highlight the importance of these anatomical structures and their relationships. Images and videos from cadaveric and artistic materials will be used to illustrate these concepts.",https://www.coursera.org/learn/anatomy403-4x,University of Michigan,21,QS 100 University,Approx. 11 hours to complete,Subtitles: English,,4.9stars,Health,Basic Science,Beginner Level,19543
Anatomy: Human Neuroanatomy,"In this anatomy course, part of the Anatomy Specialization, you will be introduced to the central and peripheral nervous systems. You will learn about basic neuroanatomy, sensory pathways, motor pathways and the autonomic nervous system.",https://www.coursera.org/learn/anatomy403-3x,University of Michigan,21,QS 100 University,Approx. 17 hours to complete,Subtitles: English,,4.9stars,Health,Basic Science,Beginner Level,28349
Anatomy: Musculoskeletal and Integumentary Systems,"In this anatomy course, part of the Anatomy Specialization, you will learn how the components of the integumentary system help protect our body (epidermis, dermis, hair, nails, and glands), and how the musculoskeletal system (bones, joints, and skeletal muscles) protects and allows the body to move.",https://www.coursera.org/learn/anatomy403-1x,University of Michigan,21,QS 100 University,Approx. 25 hours to complete,Subtitles: English,,4.8stars,Health,Basic Science,Beginner Level,68606
Applied Machine Learning in Python,"This course will introduce the learner to applied machine learning, focusing more on the techniques and methods than on the statistics behind these methods. The course will start with a discussion of how machine learning is different than descriptive statistics, and introduce the scikit learn toolkit through a tutorial. The issue of dimensionality of data will be discussed, and the task of clustering data, as well as evaluating those clusters, will be tackled. Supervised approaches for creating predictive models will be described, and learners will be able to apply the scikit learn predictive modelling methods while understanding process issues related to data generalizability (e.g. cross validation, overfitting). The course will end with a look at more advanced techniques, such as building ensembles, and practical limitations of predictive models. By the end of this course, students will be able to identify the difference between a supervised (classification) and unsupervised (clustering) technique, identify which technique they need to apply for a particular dataset and need, engineer features to meet that need, and write python code to carry out an analysis.",https://www.coursera.org/learn/python-machine-learning,University of Michigan,21,QS 100 University,Approx. 34 hours to complete,"Subtitles: French, Korean, Russian, English, Spanish","['Python Programming', 'Machine Learning (ML) Algorithms', 'Machine Learning', 'Scikit-Learn']",4.6stars,Data Science,Data Analysis,Intermediate Level,243136
"Applied Plotting, Charting & Data Representation in Python","This course will introduce the learner to information visualization basics, with a focus on reporting and charting using the matplotlib library. The course will start with a design and information literacy perspective, touching on what makes a good and bad visualization, and what statistical measures translate into in terms of visualizations. The second week will focus on the technology used to make visualizations in python, matplotlib, and introduce users to best practices when creating basic charts and how to realize design decisions in the framework. The third week will be a tutorial of functionality available in matplotlib, and demonstrate a variety of basic statistical charts helping learners to identify when a particular method is good for a particular problem. The course will end with a discussion of other forms of structuring and visualizing data.",https://www.coursera.org/learn/python-plotting,University of Michigan,21,QS 100 University,Approx. 20 hours to complete,"Subtitles: English, Korean","['Python Programming', 'Data Virtualization', 'Data Visualization (DataViz)', 'Matplotlib']",4.5stars,Data Science,Data Analysis,Intermediate Level,155899
Applied Social Network Analysis in Python,This course will introduce the learner to network analysis through tutorials using the NetworkX library. The course begins with an understanding of what network analysis is and motivations for why we might model phenomena as networks. The second week introduces the concept of connectivity and network robustness. The third week will explore ways of measuring the importance or centrality of a node in a network. The final week will explore the evolution of networks over time and cover models of network generation and the link prediction problem.,https://www.coursera.org/learn/python-social-network-analysis,University of Michigan,21,QS 100 University,Approx. 29 hours to complete,"Subtitles: English, Korean","['Graph Theory', 'Network Analysis', 'Python Programming', 'Social Network Analysis']",4.7stars,Data Science,Data Analysis,Intermediate Level,81495
Applied Text Mining in Python,"This course will introduce the learner to text mining and text manipulation basics. The course begins with an understanding of how text is handled by python, the structure of text both to the machine and to humans, and an overview of the nltk framework for manipulating text. The second week focuses on common manipulation needs, including regular expressions (searching for text), cleaning text, and preparing text for use by machine learning processes. The third week will apply basic natural language processing methods to text, and demonstrate how text classification is accomplished. The final week will explore more advanced methods for detecting the topics in documents and grouping them by similarity (topic modelling).",https://www.coursera.org/learn/python-text-mining,University of Michigan,21,QS 100 University,Approx. 29 hours to complete,"Subtitles: English, Korean","['Natural Language Toolkit (NLTK)', 'Text Mining', 'Python Programming', 'Natural Language Processing']",4.3stars,Data Science,Data Analysis,Intermediate Level,118131
Becoming a Social Entrepreneur: Getting Started,Do you have an idea that could help solve a societal problem? Are you wondering if starting a social enterprise is the best way to go forward? You are thinking about becoming a social entrepreneur!,https://www.coursera.org/learn/social-entrepreneurship-getting-started,University of Michigan,21,QS 100 University,Approx. 17 hours to complete,Subtitles: English,,4.5stars,Business,Entrepreneurship,Beginner Level,3477
Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,"We’re excited you’re here! This course, “Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,” is the first course in the Sustainability and Development MasterTrack® Certificate, but you can also take this course as a stand-alone learning opportunity.",https://www.coursera.org/learn/beyond-the-sustainable-development-goals-addressing-sustainability-and-development,University of Michigan,21,QS 100 University,Approx. 9 hours to complete,Subtitles: English,,4.7stars,Social Sciences,Governance and Society,,13464
Blockchain and Cryptocurrency Explained,"The sudden rise in the value of Bitcoin and other cryptocurrencies, and its subsequent decline, focused the world’s attention on cryptocurrencies as a means of payment. Blockchain technology powers Bitcoin and has been hyped as the next new, transformative technology.",https://www.coursera.org/learn/crypto-finance,University of Michigan,21,QS 100 University,Approx. 9 hours to complete,Subtitles: English,"['Cryptocurrency', 'decentralization algorithms', 'consensus algorithms', 'Blockchain', 'blockchain as a business solution']",,Business,Finance,Beginner Level,22215
Stocks and Bonds,"In this course, we will apply the central concept and applications of Time Value of Money (TVM) to explore the structure and pricing of stocks and bonds at an introductory level. In this course, you will learn about bonds, different types of bonds (Zero Coupon bonds, Government bonds). You will learn about bond pricing calculations and see their direct connection to market data on bonds. You will also learn about stocks, and their pricing and valuation. You will learn about growth and dividend stocks and how to use market data.",https://www.coursera.org/learn/bonds-and-stocks,University of Michigan,21,QS 100 University,Approx. 10 hours to complete,Subtitles: English,"['Pricing Stocks', 'Trading in Financial Markets', 'Pricing Bonds']",,Business,Finance,Beginner Level,21927
"Brilliant, Passionate You","This course is an interdisciplinary look at how we can make each day the best day of our lives by examining the question, “How can you be your most brilliant, passionate self?” You will be joined on this journey by our animated host, Lewis!",https://www.coursera.org/learn/brilliant-passionate-you,University of Michigan,21,QS 100 University,Approx. 19 hours to complete,Subtitles: English,,,Personal Development,Personal Development,Beginner Level,11292
Building Database Applications in PHP,"In this course, we'll look at the object oriented patterns available in PHP. You'll learn how to connect to a MySQL using the Portable Data Objects (PDO) library and issue SQL commands in the the PHP language. We'll also look at how PHP uses cookies and manages session data. You'll learn how PHP avoids double posting data, how flash messages are implemented, and how to use a session to log in users in web applications. We'll then build the first 'complete' application that has multiple screens to Create, Read, Update and Delete (CRUD) our data. This brings all the previous concepts together and will form the basis for all later web applications.  It is assumed that learners have already taken the Building Web Applications course in this specialization.",https://www.coursera.org/learn/database-applications-php,University of Michigan,21,QS 100 University,Approx. 24 hours to complete,"Subtitles: English, Korean","['Hypertext Preprocessor (PHP)', 'Create, Read, Update And Delete', 'MySQL']",,Computer Science,Mobile and Web Development,Intermediate Level,38936
Building Web Applications in Django,"In this course, you will learn how Django communicates with a database through model objects. You will explore Object-Relational Mapping (ORM) for database access and how Django models implement this pattern.  We will review the Object-Oriented (OO) pattern in Python.  You will learn basic Structured Query Language (SQL) and database modeling, including one-to-many and many-to-many relationships and how they work in both the SQL and Django models. You will learn how to use the Django console and scripts to work with your application objects interactively.",https://www.coursera.org/learn/django-build-web-apps,University of Michigan,21,QS 100 University,Approx. 13 hours to complete,Subtitles: English,"['Django Template Language', 'GET & POST', 'Object-Oriented Programming (OOP)', 'Cross-Site Scripting Forgery (CSRF)', 'Django (Web Framework)']",,Computer Science,Mobile and Web Development,Intermediate Level,26981
Building Web Applications in PHP,"In this course, you'll explore the basic structure of a web application, and how a web browser interacts with a web server. You'll be introduced to the request/response cycle, including GET/POST/Redirect. You'll also gain an introductory understanding of Hypertext Markup Language (HTML), as well as the basic syntax and data structures of the PHP language, variables, logic, iteration, arrays, error handling, and superglobal variables, among other elements. An introduction to Cascading Style Sheets (CSS) will allow you to style markup for webpages. Lastly, you'll gain the skills and knowledge to install and use an integrated PHP/MySQL environment like XAMPP or MAMP.",https://www.coursera.org/learn/web-applications-php,University of Michigan,21,QS 100 University,Approx. 30 hours to complete,"Subtitles: French, Portuguese (Brazilian), Korean, Russian, English, Spanish","['Hypertext Preprocessor (PHP)', 'Html', 'Cascading Style Sheets (CCS)']",,Computer Science,Mobile and Web Development,Intermediate Level,119099
"Capstone: Retrieving, Processing, and Visualizing Data with Python","In the capstone, students will build a series of applications to retrieve, process and visualize data using Python.   The projects will involve all the elements of the specialization.  In the first part of the capstone, students will do some visualizations to become familiar with the technologies in use and then will pursue their own project to visualize some other data that they have or can find.  Chapters 15 and 16 from the book “Python for Everybody” will serve as the backbone for the capstone. This course covers Python 3.",https://www.coursera.org/learn/python-data-visualization,University of Michigan,21,QS 100 University,Approx. 9 hours to complete,"Subtitles: French, Portuguese (Brazilian), Korean, Russian, English, Spanish","['Data Analysis', 'Python Programming', 'Database (DBMS)', 'Data Visualization (DataViz)']",,Data Science,Data Analysis,,207165
Community Organizing for Social Justice,"The course examines specific strategies for community organizing for social justice in a diverse, democratic society.",https://www.coursera.org/learn/community-organizing,University of Michigan,21,QS 100 University,Approx. 8 hours to complete,Subtitles: English,,4.7stars,Social Sciences,Education,Beginner Level,10861
Data Collection and Processing with Python,"This course teaches you to fetch and process data from services on the Internet. It covers Python list comprehensions and provides opportunities to practice extracting from and processing deeply nested data. You'll also learn how to use the Python requests module to interact with REST APIs and what to look for in documentation of those APIs. For the final project, you will construct a “tag recommender” for the flickr photo sharing site.",https://www.coursera.org/learn/data-collection-processing-python,University of Michigan,21,QS 100 University,Approx. 16 hours to complete,"Subtitles: English, Korean",,,Computer Science,Software Development,Intermediate Level,57808
"Data Collection: Online, Telephone and Face-to-face","This course presents research conducted to increase our understanding of how data collection decisions affect survey errors. This is not a “how–to-do-it” course on data collection, but instead reviews the literature on survey design decisions and data quality in order to sensitize learners to how alternative survey designs might impact the data obtained from those surveys.",https://www.coursera.org/learn/data-collection-methods,University of Michigan,21,QS 100 University,Approx. 21 hours to complete,Subtitles: English,,4.6stars,Health,Psychology,Beginner Level,11181
Data Science Ethics,"What are the ethical considerations regarding the privacy and control of consumer information and big data, especially in the aftermath of recent large-scale data breaches?",https://www.coursera.org/learn/data-science-ethics,University of Michigan,21,QS 100 University,Approx. 14 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",,,Data Science,Data Analysis,Beginner Level,23297
Dentistry 101,"Dentistry 101 is an introduction to the exciting and diverse field of dentistry through the lens of its many practitioners. If you’re interested in exploring dentistry as a profession, or if you’re ready to pursue a career in it and want to prepare yourself for dental school and the profession that lies ahead, Dentistry 101 will help you better envision the paths you can take.",https://www.coursera.org/learn/dentistry101,University of Michigan,21,QS 100 University,Approx. 8 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",,4.7stars,Health,Patient Care,Beginner Level,14763
Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,Why should a designer learn to code?,https://www.coursera.org/learn/3d-modeling-rhinoscript,University of Michigan,21,QS 100 University,Approx. 26 hours to complete,Subtitles: English,,4.9stars,Computer Science,Design and Product,,6624
Django Features and Libraries,"In this course, you will learn how to build Django-based web applications suitable for use by end users.  You will learn about cookies, sessions, and authentication processes in Django.  You will build navigation into your applications and explore ways to easily improve the look and feel of Django applications.  You will begin to develop a simple application to support a classified ads website that will walk you through many of the issues and techniques that you encounter in website development.  You will also learn how to move an application from development to production.",https://www.coursera.org/learn/django-features-libraries,University of Michigan,21,QS 100 University,Approx. 16 hours to complete,Subtitles: English,"['User authentication', 'Sessions and cookies', 'One-to-Many models', 'Data Validation', 'Django (Web Framework)']",4.8stars,Computer Science,Mobile and Web Development,Intermediate Level,16684
Evaluating Designs with Users,"When designing systems that work for users, there is no substitute for watching them try to use the system to see what works and what doesn’t.",https://www.coursera.org/learn/evaluating-designs-with-users,University of Michigan,21,QS 100 University,Approx. 8 hours to complete,Subtitles: English,"['User Research', 'human computer interaction', 'User Experience (UX)', 'User Experience Design (UXD)']",4.8stars,Computer Science,Design and Product,Beginner Level,11220
Finding Purpose and Meaning In Life: Living for What Matters Most,Welcome to Finding Purpose and Meaning in Life: Living for What Matters Most!,https://www.coursera.org/learn/finding-purpose-and-meaning-in-life,University of Michigan,21,QS 100 University,Approx. 7 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",,4.8stars,Personal Development,Personal Development,Beginner Level,133718
Fitting Statistical Models to Data with Python,"In this course, we will expand our exploration of statistical inference techniques by focusing on the science and art of fitting statistical models to data. We will build on the concepts presented in the Statistical Inference course (Course 2) to emphasize the importance of connecting research questions to our data analysis methods. We will also focus on various modeling objectives, including making inference about relationships between variables and generating predictions for future observations.",https://www.coursera.org/learn/fitting-statistical-models-data-python,University of Michigan,21,QS 100 University,Approx. 15 hours to complete,"Subtitles: French, Portuguese (Brazilian), Korean, Russian, English, Spanish","['Bayesian Statistics', 'Python Programming', 'Statistical Model', 'statistical regression']",4.4stars,Data Science,Probability and Statistics,Intermediate Level,24500
Foundational Skills for Communicating About Health,"Effective communication is a core skill that nearly every health professional will need and use during their careers. Yet, few health professionals receive even basic training in how to design communications to be clear and successful. As “foundational skills,” the content in this course can be applied to both oral and written communication, within and beyond health.",https://www.coursera.org/learn/foundational-skills-communicating-health,University of Michigan,21,QS 100 University,Approx. 14 hours to complete,Subtitles: English,"['Health Communication', 'Storytelling', 'Communication', 'Messaging', 'Tailoring communications']",4.8stars,Health,Public Health,Beginner Level,11138
Free Speech on Campus Teach-Out,"Free speech is essential for a healthy, vibrant, and democratic society. Yet, the idea of freedom of speech on university campuses is challenged by the ever-evolving social and political realities of a contemporary democracy. This Teach-Out prompts participants to think critically about the role free speech plays on university campuses and how this discourse shapes the broader narrative about free speech protection across the United States. Why is free speech suddenly an issue on university campuses? Is speech or safety at the crux of the issue? How has the definition of free speech evolved between the 20th and 21st centuries and how are universities addressing these changes?",https://www.coursera.org/learn/free-speech-on-campus,University of Michigan,21,QS 100 University,Approx. 7 hours to complete,Subtitles: English,,,Social Sciences,Governance and Society,Beginner Level,2421
Hearing Loss in Children,"Approximately 2 to 3 out of 1000 children in the United States are born with a significant hearing loss. Early identification and intervention of hearing loss is crucial to children’s lifelong learning outcomes. It is well documented that later identification of hearing loss can lead to significant delays in children’s speech, language, literacy, social and emotional development.",https://www.coursera.org/learn/hearing-loss-in-children,University of Michigan,21,QS 100 University,Approx. 16 hours to complete,Subtitles: English,"['hearing loss risk factors', 'hearing loss assessment', 'vestibular system', 'ear anatomy']",4.9stars,Health,Patient Care,Intermediate Level,4222
High Stakes Leadership: Leading in Times of Crisis,"This course has been designed to help leaders, like you, learn how to effectively navigate the challenges of significant organizational disruptions. As a participant in this course, you’ll discover why an understanding of various stakeholder perspectives can inform and dramatically improve a leader’s response to events that threaten an organization’s very survival. This course is also about understanding and developing individual and organizational resilience—the ability to anticipate potential threats; to cope effectively with adverse events when they occur; and to adapt to changing conditions, ensuring a viable path forward for yourself, your team, and your organization. These topics are particularly relevant in the wake of the global COVID-19 pandemic. Many course examples will reference lessons leaders around the world have learned during this far-reaching healthcare crisis.",https://www.coursera.org/learn/high-stakes-leadership,University of Michigan,21,QS 100 University,Approx. 31 hours to complete,Subtitles: English,,4.6stars,Business,Leadership and Management,,16511
"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers","This course will empower non-prescribing providers to directly impact the ongoing opioid crisis in the United States through increased knowledge and tools that will transform practice and policies. The course will inform you about the opioid epidemic and provide information and research about evidence-based strategies that are focused on prevention, intervention, education, or policy.",https://www.coursera.org/learn/opioid,University of Michigan,21,QS 100 University,Approx. 26 hours to complete,Subtitles: English,,4.8stars,Health,Public Health,Beginner Level,3197
Inferential Statistical Analysis with Python,"In this course, we will explore basic principles behind using data for estimation and for assessing theories. We will analyze both categorical data and quantitative data, starting with one population techniques and expanding to handle comparisons of two populations. We will learn how to construct confidence intervals. We will also use sample data to assess whether or not a theory about the value of a parameter is consistent with the data. A major focus will be on interpreting inferential results appropriately.",https://www.coursera.org/learn/inferential-statistical-analysis-python,University of Michigan,21,QS 100 University,Approx. 18 hours to complete,"Subtitles: French, Portuguese (Brazilian), Korean, Russian, English, Spanish","['Confidence Interval', 'Python Programming', 'Statistical Inference', 'Statistical Hypothesis Testing']",4.6stars,Data Science,Data Analysis,Intermediate Level,30162
Influencing People,"This course will improve your ability to influence people in situations where you cannot use formal authority. You will learn about effective ways to build, develop, and sustain a power base in your organization. You will also learn influence tactics that enable you to be more persuasive and influential in working with your superiors, peers, and even subordinates. In addition, you will learn how to build and maintain high-quality relationships to further maximize your informal power and ability to influence others. Importantly, you will distinguish between influence and manipulation and learn how to protect yourself from the unwanted influence of others.",https://www.coursera.org/learn/influencing-people,University of Michigan,21,QS 100 University,Approx. 10 hours to complete,"Subtitles: English, Korean, Vietnamese","['Leadership', 'Management', 'Social Skills', 'Influencer Marketing']",,Business,Business Essentials,,177521
Innovations in Investment Technology: Artificial Intelligence,Explore the evolution of AI investing and online wealth management.,https://www.coursera.org/learn/invest-tech,University of Michigan,21,QS 100 University,Approx. 10 hours to complete,Subtitles: English,"['robo advising', 'investment technology', 'Artificial Intelligence (AI)', 'investing technology', 'diversified portfolio']",4.7stars,Business,Finance,Beginner Level,8968
Inspiring and Motivating Individuals,"In this course, you will learn how to create a shared vision for your team and effectively communicate it to your teammates. You will also learn how to set effective goals and expectations in a way that best enables your team to attain the shared vision. Finally, you will understand the most important needs and drivers of performance across cultures, and will learn to align rewards with desired behaviors so that your teammates are motivated to attain the team’s objectives.",https://www.coursera.org/learn/motivate-people-teams,University of Michigan,21,QS 100 University,Approx. 12 hours to complete,"Subtitles: Chinese (Simplified), Vietnamese, Russian, English, Mongolian","['goal setting', 'Communication', 'Leadership', 'Leadership Development']",4.8stars,Business,Leadership and Management,,158215
Interactivity with JavaScript,"If you want to take your website to the next level, the ability to incorporate interactivity is a must.    But adding some of these types of capabilities requires a stronger programming language than HTML5 or CSS3, and JavaScript can provide just what you need.  With just a basic understanding of the language, you can create a page that will react to common events such as page loads, mouse clicks & movements, and even keyboard input.",https://www.coursera.org/learn/javascript,University of Michigan,21,QS 100 University,Approx. 9 hours to complete,Subtitles: English,"['Document Object Model (DOM)', 'JavaScript', 'Web Development']",4.7stars,Computer Science,Mobile and Web Development,,158367
Introduction to CSS3,"The web today is almost unrecognizable from the early days of white pages with lists of blue links.  Now, sites are designed with complex layouts, unique fonts, and customized color schemes.   This course will show you the basics of Cascading Style Sheets (CSS3).  The emphasis will be on learning how to write CSS rules, how to test code, and how to establish good programming habits.",https://www.coursera.org/learn/introcss,University of Michigan,21,QS 100 University,Approx. 11 hours to complete,Subtitles: English,"['Web Design', 'Style Sheets', 'Cascading Style Sheets (CCS)', 'Web Development']",4.8stars,Computer Science,Mobile and Web Development,,162329
Introduction to Cataract Surgery,This comprehensive course will give you the fundamental knowledge needed to begin performing cataract surgery by phacoemulsification and extracapsular removal.  Each step from preoperative evaluation to postoperative care will be covered to help prepare you for the operating room.,https://www.coursera.org/learn/cataract-surgery,University of Michigan,21,QS 100 University,Approx. 10 hours to complete,Subtitles: English,,4.8stars,Health,Patient Care,Advanced Level,8522
Introduction to Data Science in Python,"This course will introduce the learner to the basics of the python programming environment, including fundamental python programming techniques such as lambdas, reading and manipulating csv files, and the numpy library. The course will introduce data manipulation and cleaning techniques using the popular python pandas data science library and introduce the abstraction of the Series and DataFrame as the central data structures for data analysis, along with tutorials on how to use functions such as groupby, merge, and pivot tables effectively. By the end of this course, students will be able to take tabular data, clean it, manipulate it, and run basic inferential statistical analyses.",https://www.coursera.org/learn/python-data-analysis,University of Michigan,21,QS 100 University,Approx. 31 hours to complete,Subtitles: English,"['Python Programming', 'Numpy', 'Pandas', 'Data Cleansing']",4.5stars,Data Science,Data Analysis,Intermediate Level,626448
Introduction to HTML5,"Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and online resources for learning web design, but most of those resources require some background knowledge. This course is designed to help the novice who wants to gain confidence and knowledge. We will explore the theory (what actually happens when you click on a link on a webpage?), the practical (what do I need to know to make my own page?), and the overlooked (I have a page, what do I do now?). Throughout the course there will be a strong emphasis on adhering to syntactic standards for validation and semantic standards to promote wide accessibility for users with disabilities.  The textbook we use is available online, “The Missing Link: An Introduction to Web Development and Programming” by Michael Mendez from www.opensuny.org.",https://www.coursera.org/learn/html,University of Michigan,21,QS 100 University,Approx. 13 hours to complete,"Subtitles: English, Spanish","['Web Design', 'Web Accessibility', 'Html', 'Html5']",4.7stars,Computer Science,Mobile and Web Development,,432379
Introduction to Structured Query Language (SQL),"In this course, you'll walk through installation steps for installing a text editor, installing MAMP or XAMPP (or equivalent) and creating a MySql Database. You'll learn about single table queries and the basic syntax of the SQL language, as well as database design with multiple tables, foreign keys, and the JOIN operation. Lastly, you'll learn to model many-to-many relationships like those needed to represent users, roles, and courses.",https://www.coursera.org/learn/intro-sql,University of Michigan,21,QS 100 University,Approx. 16 hours to complete,"Subtitles: French, Portuguese (Brazilian), Serbian, Korean, Russian, English, Spanish","['Phpmyadmin', 'MySQL', 'Relational Database', 'SQL']",,Computer Science,Mobile and Web Development,Intermediate Level,124672
Introduction to Thermodynamics: Transferring Energy from Here to There,COURSE DESCRIPTION,https://www.coursera.org/learn/thermodynamics-intro,University of Michigan,21,QS 100 University,Approx. 16 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Energy', 'Energy Systems', 'Mechanical Engineering', 'Energy Analysis']",,Physical Science and Engineering,Mechanical Engineering,Beginner Level,100681
Introduction to User Experience Principles and Processes,"This UX course provides an introduction to the fields of UX research and design. Learners will gain an understanding of what is involved in UX research, including conducting interviews, evaluating systems, and analyzing systems using principles of good design. Learners will also learn about the work involved in UX Design, including the generation of promising design solutions and the creation of prototypes at multiple levels of fidelity. By interleaving successive phases of UX Research and Design, learners will see how to learn from inevitable mistakes and improve towards a product with a great UX.",https://www.coursera.org/learn/introtoux-principles-and-processes,University of Michigan,21,QS 100 University,Approx. 11 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish",,,Computer Science,Design and Product,Beginner Level,46965
"JavaScript, jQuery, and JSON","In this course, we'll look at the JavaScript language, and how it supports the Object-Oriented pattern, with a focus on the unique aspect of how JavaScript approaches OO. We'll explore a brief introduction to the jQuery library, which is widely used to do in-browser manipulation of the Document Object Model (DOM) and event handling. You'll also learn more about JavaScript Object Notation (JSON), which is commonly used as a syntax to exchange data between code running on the server (i.e. in PHP) and code running in the browser (JavaScript/jQuery).",https://www.coursera.org/learn/javascript-jquery-json,University of Michigan,21,QS 100 University,Approx. 26 hours to complete,"Subtitles: French, Portuguese (Brazilian), Russian, English, Spanish","['Hypertext Preprocessor (PHP)', 'Jquery', 'JavaScript']",4.6stars,Computer Science,Mobile and Web Development,Intermediate Level,81451
Leading People and Teams Capstone,"Interviews in organizations constitute a cornerstone of talent selection and promotion practices. One of the key goals of the interview process is to understand how you would approach a variety of leadership challenges at work, given your knowledge, expertise, and prior work experience. Within the context of this interview, your primary objective for the capstone assignment is to use content from the specialization to demonstrate your knowledge of key leadership skills.",https://www.coursera.org/learn/leading-teams-project,University of Michigan,21,QS 100 University,Approx. 3 hours to complete,Subtitles: English,"['Coaching', 'Team Building', 'Management', 'Team Management', 'Leadership']",4.7stars,Business,Leadership and Management,,9827
Leading Teams,"In this course, you will learn how to build your team, improve teamwork and collaboration, and sustain team performance through continuous learning and improvement. Specifically, you will learn best practices for composing a team and aligning individual and team goals. You will also learn how to establish roles, build structures, and manage decision making so that your team excels. This course will also help you manage critical team processes such as conflict resolution and building trust that have a profound impact on your team’s performance. You will discuss some of the best ways to harness the productive potential of teams while mitigating the risks and traps of teamwork.",https://www.coursera.org/learn/leading-teams,University of Michigan,21,QS 100 University,Approx. 10 hours to complete,"Subtitles: English, Vietnamese, Arabic","['Leadership Dynamics', 'Leadership', 'Management', 'Team Management']",4.8stars,Business,Leadership and Management,,61778
